ResponseID,Control_1,Control_2_1,Control_2_2,NeedforStructure_1,NeedforStructure_2,NeedforStructure_3,NeedforStructure_4,NeedforStructure_5,NeedforStructure_6,NeedforStructure_7,NeedforStructure_8,NeedforStructure_9,NeedforStructure_10,NeedforStructure_11,NeedforStructure_12,Att_Part1,Att_Part2,PolOrientation,RepDem,Condition,Dem_General_Q1,Dem_General_Q2,Dem_General_Q4,Dem_General_Q5,Dem_General_Q6,Dem_Age,Dem_Gender,Dem_Citizen,Dem_Ethnic,Dem_Race,Dem_MidEast,Dem_US,Dem_YearsInUS,Dem_News,Att_Q1,Att_Q2,Att_Q3,Att_Q4,Att_Q5,Rep_General_Q1,Rep_General_Q2,Rep_General_Q4,Rep_General_Q5,Rep_General_Q6,NeedforStructure,ScenarioGenScore,PolIdentStrength,NeedforStructure_3Recode,NeedforStructure_5Recode,NeedforStructure_7Recode,NeedforStructure_11Recode,ScenarioGen_Q1,ScenarioGen_Q2,ScenarioGen_Q4,ScenarioGen_Q5,ScenarioGen_Q6,ConditionNum
R_2AGTrJ6hR8n1bfw,4,5,3,5,3,4,4,4,5,3,4,5,4,4,4, ,yes,6,2,Consistent,6,5,6,3,3,23,2,1,2,6,2,1,23,5,1,1,1,1,2, , , , , ,4.25,0.043121249,6,4,4,5,4,6,3,6,3,3,1
R_2ahpugphcxZqEqs,5,7,1,5,5,5,5,5,5,5,6,6,6,6,6, ,yes,3,2,Consistent,7,1,7,6,6,35,1,1,1,6,2,1,35,3,1,1,1,1,2, , , , , ,4.583333333,1.559298639,3,3,3,3,2,7,7,7,6,6,1
R_2aJMJFYorqDfwTm,5,6,1,7,7,7,7,2,7,2,4,6,6,4,7, ,yes,5,2,Consistent,4,4,4,4,3,56,2,1,2,5,2,1,56,2,1,1,1,1,2, , , , , ,5.666666667,-0.148670568,5,1,6,6,4,4,4,4,4,3,1
R_2aP6h6juZS6sg4w,5,7,2,3,2,4,4,5,5,3,4,6,4,5,4, ,yes,6,2,Inconsistent, , , , , ,31,1,1,2,2,2,1,31,7,1,1,1,1,1,3,6,3,2,2,3.916666667,-1.016044467,6,4,3,5,3,3,2,3,2,2,0
R_2aqrVPzdI3Jssuw,6,6,2,2,7,5,6,3,6,3,6,7,6,2,2, ,yes,6,3, ,6,4,6,5,5,24,1,1,2,6,2,1,24,5,1,1,1,1,2, , , , , ,5.083333333, , ,3,5,5,6,6,4,6,5,5, 
R_2AScFQJ3RVwXg1y,7,7,1,4,5,5,4,4,4,5,3,3,5,5,4, ,yes,5,2,Inconsistent, , , , , ,33,1,1,2,2,2,1,33,3,1,1,1,1,2,5,4,5,4,4,3.75,0.210227073,5,3,4,3,3,5,4,5,4,4,0
R_2AWRuQTOVrZfA6I,4,4,5,6,5,4,5,4,5,4,4,7,5,2,6, ,yes,6,2,Inconsistent, , , , , ,25,2,1,2,5,2,1,25,3,1,1,1,1,2,4,5,5,3,3,5.083333333,-0.289806093,6,4,4,4,6,4,3,5,3,3,0
R_2aWVaEz3Kd9rtCR,5,5,2,4,3,5,3,4,3,5,5,3,3,5,3, ,yes,7,2,Consistent,7,1,7,6,6,62,2,1,2,6,2,1,62,6,1,1,1,1,2, , , , , ,3.333333333,1.559298639,7,3,4,3,3,7,7,7,6,6,1
R_2B2Lp1CL0kMzvaB,3,4,6,7,7,3,5,3,6,3,5,6,7,3,7, ,yes,7,2,Inconsistent, , , , , ,26,2,1,2,6,2,1,26,5,1,1,1,1,2,5,6,3,3,2,5.833333333,-0.664781625,7,5,5,5,5,5,2,3,3,2,0
R_2B5vdk94uIUvSYl,5,4,3,6,4,3,6,3,6,6,4,6,6,3,5, ,yes,1,3, , , , , , ,34,1,1,2,6,2,1,34,2,1,1,1,1,2,6,6,6,5,5,5, , ,5,5,2,5, , , , , , 
R_2B8WhANrZOBUdMF,4,7,4,7,7,3,5,2,6,2,6,6,6,2,7,4, ,2,1,Inconsistent,1,7,5,1,1,26,2,1,2,6,2,1,26,3,1,1,1,2,2, , , , , ,6.083333333,-1.399784795,6,5,6,6,6,1,1,5,1,1,0
R_2BeTjcjmLLOSCya,5,4,3,6,7,3,6,2,6,3,6,6,4,3,6, ,yes,1,1,Inconsistent,1,2,1,1,2,70,2,1,2,6,2,1,70,4,1,1,1,1,2, , , , , ,5.666666667,-1.102312413,7,5,6,5,5,1,6,1,1,2,0
R_2BeUoTMhL8XOi0Y,5,5,2,6,6,2,6,2,6,2,5,5,6,3,6,6, ,6,2,Consistent,3,5,4,3,3,39,2,1,2,6,2,1,39,4,1,1,1,1,2, , , , , ,5.75,-0.512821066,6,6,6,6,5,3,3,4,3,3,1
R_2Bh5BgHle0jrf8L,4,5,3,6,5,6,6,6,5,7,2,6,7,2,6, ,yes,5,2,Inconsistent, , , , , ,36,1,1,2,6,2,1,36,5,1,1,1,1,2,3,1,1,2,2,4.5,-0.628249546,5,2,2,1,6,3,7,1,2,2,0
R_2bIsQIjW20Er5bv,6,7,2,5,6,7,6,6,6,4,4,4,3,5,5, ,Yes,5,2,Inconsistent, , , , , ,30,2,1,2,6,2,1,30,7,1,1,2,1,2,5,3,5,3,3,4.083333333,0.065706327,5,1,2,4,3,5,5,5,3,3,0
R_2bQ5V4Xe9LIIQe9,5,6,4,6,6,4,6,5,5,5,7,4,7,5,3, ,yes,2,1,Inconsistent,5,6,6,3,3,27,1,1,2,6,2,1,27,5,1,1,1,1,2, , , , , ,4.75,-0.189591146,6,4,3,3,3,5,2,6,3,3,0
R_2bV6jSAtUGd57vZ,7,7,1,6,6,3,7,1,4,4,5,7,7,2,6, ,yes,7,2,Inconsistent, , , , , ,45,2,1,2,6,2,1,45,7,1,1,1,1,2,1,1,1,1,1,5.833333333,-1.115395056,7,5,7,4,6,1,7,1,1,1,0
R_2bWD2ee9WqnM4qq,6,6,2,6,6,6,6,2,6,2,7,7,6,2,6,7, ,2,1,Inconsistent,2,6,1,2,2,46,1,1,2,6,2,1,46,5,1,1,1,2,2, , , , , ,5.833333333,-1.352162043,6,2,6,6,6,2,2,1,2,2,0
R_2CB9gijnKVNzcRL,5,4,4,3,3,5,3,5,3,3,3,2,5,5,2, ,yes,6,2,Consistent,6,2,6,5,5,30,2,1,2,6,2,1,30,7,1,1,1,1,2, , , , , ,3.166666667,0.946162869,6,3,3,5,3,6,6,6,5,5,1
R_2cbfrlx0x2r5gsi,4,5,5,6,5,3,5,3,5,5,5,5,2,5,5, ,yes,6,2,Consistent,4,5,5,4,4,62,2,1,2,6,2,1,62,5,1,1,1,1,2, , , , , ,4.5,-0.022485322,6,5,5,3,3,4,3,5,4,4,1
R_2CcPXEVAeszbw4V,6,6,2,5,6,4,7,3,6,3,6,7,6,3,5, ,yes,5,2,Inconsistent, , , , , ,34,2,1,2,5,2,1,34,2,1,1,1,1,2,5,4,6,4,3,5.583333333,0.187447008,5,4,5,5,5,5,4,6,4,3,0
R_2cefpYqws7699mr,5,5,4,5,5,6,4,3,6,3,3,5,5,6,3, ,Yes,2,1,Inconsistent,5,5,5,4,3,35,2,1,2,6,2,1,35,4,1,1,1,1,2, , , , , ,4.166666667,-0.048455621,6,2,5,5,2,5,3,5,4,3,0
R_2CeM2qlPR10UaFf,5,5,3,6,6,3,5,3,6,6,5,6,5,3,5, ,yes,6,2,Consistent,1,3,6,5,5,48,2,1,2,6,2,1,48,5,1,1,1,1,2, , , , , ,5.083333333,0.273800997,6,5,5,2,5,1,5,6,5,5,1
R_2CfYQplKgmguQIZ,6,6,1,5,5,6,6,2,6,1,6,5,7,6,5, ,yes,6,2,Inconsistent, , , , , ,70,2,1,2,6,2,1,70,7,1,1,1,1,2,1,5,1,1,2,5.166666667,-1.470712489,6,2,6,7,2,1,3,1,1,2,0
R_2CKBiH0SueLilhx,5,6,2,5,6,6,6,1,7,7,7,7,7,2,6, ,yes,3,1,Inconsistent,4,7,4,3,2,36,1,1,1,6,2,1,36,5,1,1,1,1,2, , , , , ,5.583333333,-0.784391416,5,2,7,1,6,4,1,4,3,2,0
R_2CkXwrlx2tG7Rmt,6,6,2,7,7,5,7,2,7,2,6,6,6,2,6, ,Yes,1,1,Inconsistent,5,6,4,2,4,47,1,1,2,6,2,1,47,6,1,1,1,2,2, , , , , ,6.083333333,-0.411351787,7,3,6,6,6,5,2,4,2,4,0
R_2CPprRaw21NJ5DJ,4,5,3,6,6,4,5,3,3,3,1,5,6,5,4, ,yes,6,3, ,5,6,4,3,4,21,2,1,2,6,1,1,21,4,1,1,1,1,2, , , , , ,4.416666667, , ,4,5,5,3,5,2,4,3,4, 
R_2CslKQ80idjpUXE,6,6,2,6,5,4,5,4,4,5,2,3,4,5,4, ,yes,5,3, ,5,5,5,5,4,38,2,1,2,6,2,1,38,2,1,1,1,1,2, , , , , ,3.916666667, , ,4,4,3,3,5,3,5,5,4, 
R_2CwDL39oh4nRKOl,4,7,3,7,7,4,3,1,4,4,3,1,2,6,7, ,yes,1,1,Consistent, , , , , ,25,1,1,1,6,2,1,25,7,1,1,1,1,2,7,7,7,6,6,4.25,0.822498485,7,4,7,4,2,7,1,7,6,6,1
R_2CZC8tOa9FO3it3,7,7,1,7,7,1,7,1,7,1,7,7,7,7,7, ,yes,1,1,Inconsistent,6,4,4,5,5,52,2,1,2,6,2,1,52,5,1,1,1,1,2, , , , , ,6.5,0.474357611,7,7,7,7,1,6,4,4,5,5,0
R_2D0mSyiSni2Vnbe,7,6,4,6,6,5,4,6,5,4,5,6,7,6,6, ,yes,5,1,Inconsistent,6,6,5,3,2,47,2,1,2,6,2,1,47,5,1,1,2,1,2, , , , , ,4.666666667,-0.328664049,3,3,2,4,2,6,2,5,3,2,0
R_2D5ru0BrQGPQkHw,5,5,3,5,5,4,4,4,3,6,3,6,5,6,5, ,yes,6,3, ,4,5,6,4,4,27,1,1,2,6,2,1,27,5,1,1,1,1,2, , , , , ,4, , ,4,4,2,2,4,3,6,4,4, 
R_2D7Fcir1C5rgbBO,7,7,2,7,7,4,7,2,7,4,7,7,7,1,7,7, ,2,1,Inconsistent,1,4,1,1,1,54,1,1,2,6,2,1,46,7,1,1,1,2,2, , , , , ,6.416666667,-1.483795133,6,4,6,4,7,1,4,1,1,1,0
R_2dAc3k1w0FuOLkg,5,4,4,5,5,4,4,3,4,3,5,4,5,4,2, ,yes,1,1,Consistent, , , , , ,58,2,1,2,6,2,1,58,6,1,1,1,1,2,7,2,6,6,6,4.333333333,1.32339601,7,4,5,5,4,7,6,6,6,6,1
R_2dEbtKeFH0KlXDv,4,5,7,2,5,4,6,4,6,6,4,6,7,5,6, ,yes,1,1,Consistent, , , , , ,23,2,1,2,6,2,1,23,3,1,1,1,1,2,6,4,3,5,5,4.583333333,0.361255007,7,4,4,2,3,6,4,3,5,5,1
R_2dEH93lEZH2MPu2,6,4,2,3,6,4,6,1,6,3,4,6,6,3,5, ,Yes,5,2,Consistent,6,5,5,4,5,35,1,1,2,5,2,1,35,6,1,1,1,1,2, , , , , ,5.25,0.333222086,5,4,7,5,5,6,3,5,4,5,1
R_2dGTRm3lRvVLKmP,5,6,3,3,3,5,5,4,4,4,4,3,6,4,4, ,yes,5,2,Consistent,5,4,4,3,4,56,2,1,2,6,2,1,56,2,1,1,1,1,2, , , , , ,3.916666667,-0.034313633,5,3,4,4,4,5,4,4,3,4,1
R_2dKqOPv359Dgneg,4,5,4,4,4,6,5,5,4,5,4,3,3,5,3, ,yes,5,2,Inconsistent, , , , , ,45,2,1,2,6,2,1,45,5,1,1,1,1,2,4,5,6,3,2,3.416666667,-0.312586158,5,2,3,3,3,4,3,6,3,2,0
R_2dNijEKXiFf5jN2,7,7,1,1,1,7,4,6,3,3,2,1,1,7,2, ,Yes,1,1,Inconsistent,4,7,1,1,1,32,1,1,2,5,2,1,32,7,1,1,1,1,2, , , , , ,2,-1.522458101,7,1,2,5,1,4,1,1,1,1,0
R_2dSHa36Cg0K7PGQ,6,5,2,6,6,3,5,2,3,6,2,6,2,6,7, ,yes,2,1,Inconsistent,2,5,4,3,1,25,2,1,2,6,2,1,25,5,1,1,1,1,2, , , , , ,4.333333333,-0.894498773,6,5,6,2,2,2,3,4,3,1,0
R_2dSUjPqoBQ7jPoQ,5,5,5,5,5,3,5,2,5,2,4,5,5,3,3, ,Yes,5,2,Consistent,6,3,6,4,4,37,2,1,2,3,2,1,37,5,1,1,1,1,2, , , , , ,4.916666667,0.556042072,5,5,6,6,5,6,5,6,4,4,1
R_2dsYp0URUwGp6Zy,5,6,5,5,4,5,5,6,5,5,5,6,5,5,7,5, ,4,2,Inconsistent, , , , , ,23,1,1,1,6,1,1,20,2,1,1,2,1,2,6,5,6,3,2,4.416666667,-0.09276142,4,3,2,3,3,6,3,6,3,2,0
R_2DT8PNhL7EyAepR,5,5,2,3,6,5,5,3,5,3,3,6,2,3,6, ,yes,4,2,Consistent,4,3,6,3,3,22,2,1,2,5,2,1,22,1,1,2,1,1,2, , , , , ,4.5,0.068896561,4,3,5,5,5,4,5,6,3,3,1
R_2DYMI9bwkAlT3Bk,5,6,2,5,5,3,5,3,6,3,4,6,5,4,5, ,yes,6,2,Inconsistent, , , , , ,26,2,1,2,6,2,1,26,5,1,1,1,1,2,3,6,2,3,2,5,-0.997708967,6,5,5,5,4,3,2,2,3,2,0
R_2e2VezxbOTpjZ2P,7,6,5,3,6,5,6,6,5,6,3,5,6,5,6, ,yes,2,1,Consistent, , , , , ,39,1,1,2,6,2,1,39,5,1,1,1,1,2,4,5,4,3,3,4.166666667,-0.402908697,6,3,2,2,3,4,3,4,3,3,1
R_2e5rxszLNyLIWGr,6,7,3,7,7,3,7,1,7,2,7,6,7,3,7, ,yes,6,2,Inconsistent, , , , , ,26,1,1,2,6,2,1,26,2,1,1,1,1,2,3,6,6,3,3,6.5,-0.409415885,6,5,7,6,5,3,2,6,3,3,0
R_2Eaafs2w8CQBJy8,7,7,4,6,6,6,5,6,5,6,5,5,5,6,6, ,yes,6,2,Consistent,7,7,7,5,6,29,1,1,2,6,2,1,29,2,1,1,1,1,2, , , , , ,4.25,0.691060383,6,2,2,2,2,7,1,7,5,6,1
R_2EENIX4jaTEYycM,5,5,3,6,5,6,6,2,5,2,5,5,5,2,5, ,yes,2,1,Consistent, , , , , ,45,1,1,2,6,2,1,45,6,1,1,1,1,2,6,2,5,4,4,5.166666667,0.565739494,6,2,6,6,6,6,6,5,4,4,1
R_2Eggvw5C7FGwi6h,3,3,5,5,5,4,4,4,4,4,3,3,3,5,5, ,yes,4,3, ,5,5,6,5,5,34,2,1,2,2,2,1,34,6,1,1,1,1,2, , , , , ,3.916666667, , ,4,4,4,3,5,3,6,5,5, 
R_2EiYVC25gkjxb6s,5,6,2,3,5,5,5,3,5,3,3,5,5,5,3, ,yes,3,1,Consistent, , , , , ,24,1,1,2,6,2,1,24,3,1,1,1,1,2,4,3,5,4,4,4.166666667,0.22311473,5,3,5,5,3,4,5,5,4,4,1
R_2EmjmENOwHKjHB8,5,6,3,5,5,3,6,3,6,3,4,5,6,3,5, ,yes,6,2,Inconsistent, , , , , ,32,1,1,2,6,2,1,32,4,1,1,1,1,2,2,5,3,3,2,5.166666667,-0.871718707,6,5,5,5,5,2,3,3,3,2,0
R_2EosYyStksXHAYW,5,5,2,6,6,2,6,1,6,2,5,7,5,2,5, ,yes,2,1,Inconsistent,5,5,6,5,5,46,2,1,2,6,2,1,46,2,1,1,1,1,2, , , , , ,5.916666667,0.467850423,6,6,7,6,6,5,3,6,5,5,0
R_2ePftFhjuCTelRM,5,5,2,5,5,5,6,4,5,3,4,5,7,4,4, ,yes,3,1,Inconsistent,5,3,4,3,3,40,2,1,2,6,2,1,40,5,1,1,1,1,2, , , , , ,4.75,-0.047396276,5,3,4,5,4,5,5,4,3,3,0
R_2ePsmuzlz4tSmPF,4,1,5,5,6,4,7,1,7,2,4,5,7,4,5, ,Yes,2,2,Inconsistent, , , , , ,57,2,1,2,5,2,1,57,6,1,1,1,2,2,5,5,5,2,5,5.583333333,-0.039566489,2,4,7,6,4,5,3,5,2,5,0
R_2EsABfLp1sBB1Oa,5,4,4,5,4,5,5,3,6,5,4,3,4,4,3, ,Yes,5,2,Consistent,6,6,3,5,5,44,1,1,1,6,2,1,44,6,1,1,1,1,2, , , , , ,4.083333333,0.115654956,5,3,5,3,4,6,2,3,5,5,1
R_2eXPZnShYoljmlK,4,3,4,4,5,4,4,2,4,4,4,6,5,3,6, ,yes,6,3, , , , , , ,33,2,1,2,6,2,1,33,3,1,1,1,1,2,4,4,4,3,3,4.75, , ,4,6,4,5, , , , , , 
R_2f0AdMQDD2dezd4,5,5,3,5,6,2,6,2,6,2,6,7,6,2,5, ,yes,6,3, ,6,3,6,5,5,33,2,1,2,6,2,1,33,6,1,1,1,1,2, , , , , ,5.916666667, , ,6,6,6,6,6,5,6,5,5, 
R_2f3fgjoMWRSomnE,7,6,2,5,6,5,6,3,4,4,2,2,7,3,3, ,Yes,6,2,Inconsistent, , , , , ,33,2,1,2,5,2,1,33,4,1,1,1,2,2,5,5,5,5,5,4.333333333,0.354747819,6,3,5,4,5,5,3,5,5,5,0
R_2f3ZhBESjEa1vVW,6,3,6,4,7,6,2,4,5,5,2,7,4,5,7, ,yes,2,1,Inconsistent,5,3,5,2,3,29,1,1,2,6,2,1,29,4,1,1,1,1,2, , , , , ,4.166666667,-0.065731775,6,2,4,3,3,5,5,5,2,3,0
R_2felVqLFP3iaKsN,6,6,2,7,7,2,6,2,6,6,6,6,6,3,6, ,yes,6,3, , , , , , ,42,2,1,2,2,2,1,42,5,1,1,1,1,1,5,7,3,3,3,5.75, , ,6,6,2,5, , , , , , 
R_2fer4hKPeYl2zW0,7,5,5,4,7,1,7,4,4,1,4,7,7,7,7, ,yes,1,2,Inconsistent, , , , , ,46,2,1,2,5,2,1,44,7,1,1,1,1,2,7,4,4,5,2,5.5,0.176621974,1,7,4,7,1,7,4,4,5,2,0
R_2fH89k3dGxSZwmI,6,5,3,5,6,4,5,4,6,3,6,6,5,4,5, ,yes,6,3, ,5,5,6,4,4,54,2,1,2,3,2,1,51,4,1,1,1,1,2, , , , , ,5.083333333, , ,4,4,5,4,5,3,6,4,4, 
R_2fk5nI7QAA5N3Jd,5,5,5, , , , , , , , , , , , ,5,yes,4,2,Inconsistent, , , , , ,22,1,1,3,6,2,2, ,2,2,2,2,2,2,6,5,6,3,4, ,0.179003918,4, , , , ,6,3,6,3,4,0
R_2frkyZzxk3ujKYb,5,4,3,7,7,2,7,2,7,1,7,6,7,2,7, ,yes,5,2,Consistent,5,5,7,4,5,31,2,1,2,6,2,1,31,5,1,1,1,1,2, , , , , ,6.666666667,0.449514923,5,6,6,7,6,5,3,7,4,5,1
R_2fuHtvZxxXXO3vw,6,6,2,7,7,3,6,1,7,2,5,7,6,2,7, ,yes,5,2,Inconsistent, , , , , ,29,2,1,2,6,2,1,29,4,1,1,1,1,2,4,7,7,4,2,6.333333333,-0.313645503,5,5,7,6,6,4,1,7,4,2,0
R_2fvcQ4RJK1Mu3sV,5,6,3,6,5,4,5,3,5,3,5,6,5,3,6, ,yes,6,2,Consistent,6,4,6,5,5,42,2,1,2,6,2,1,42,5,1,1,1,1,2, , , , , ,5.166666667,0.700562818,6,4,5,5,5,6,4,6,5,5,1
R_2fvMULJvpji0czd,4,5,3,6,7,4,5,3,6,4,4,4,5,4,6, ,Yes,5,2,Inconsistent, , , , , ,47,2,1,2,6,2,1,47,6,1,1,1,2,2,1,1,1,2,2,5,-0.848074284,5,4,5,4,4,1,7,1,2,2,0
R_2fvzPHTn4PXmRft,3,2,6,6,5,6,5,2,6,3,2,3,2,5,4, ,yes,6,2,Inconsistent, , , , , ,34,1,1,2,6,2,1,34,5,1,1,1,1,2,2,5,1,2,2,4.083333333,-1.229362017,6,2,6,5,3,2,3,1,2,2,0
R_2lBxiVpNKJ82t4B,5,5,4,7,7,1,6,1,7,2,6,6,6,4,7, ,yes,6,2,Consistent,7,2,6,6,6,45,2,1,2,6,2,1,45,6,1,1,1,1,2, , , , , ,6.333333333,1.32339601,6,7,7,6,4,7,6,6,6,6,1
R_2OJdL0nopP4Nw6T,4,5,6,7,7,2,7,1,5,6,7,7,7,1,7, ,yes,7,2,Consistent,7,5,4,6,4,26,2,2,1,5,2,1,23,5,1,1,1,1,2, , , , , ,6.333333333, ,7,6,7,2,7,7,3,4,6,4,1
R_2OO8i4M43Cnrpex,6,5,3,5,5,5,5,4,5,5,5,5,5,5,5, ,yes,4,3, , , , , , ,26,1,1,2,3,2,1,23,4,1,1,1,1,2,5,6,6,6,6,4.416666667, , ,3,4,3,3, , , , , , 
R_2OPYd4lUJfTZQc2,5,6,5,6,7,6,7,6,6,7,6,7,5,2,6, ,yes,5,2,Consistent,6,5,4,4,4,54,2,1,2,6,2,1,54,4,1,1,1,1,2, , , , , ,5.083333333,0.084236814,5,2,2,1,6,6,3,4,4,4,1
R_2OQ3dS2yC2dDJ0m,4,3,5,3,4,6,3,5,3,6,4,3,4,5,4, ,yes,3,1,Inconsistent,2,4,2,1,3,33,2,1,2,6,2,1,33,5,1,1,1,2,2, , , , , ,3.166666667,-0.989014822,5,2,3,2,3,2,4,2,1,3,0
R_2OU6VCXdfprPWXv,5,5,2,7,6,2,5,2,5,6,6,5,6,4,6, ,yes,7,2,Consistent,6,6,5,2,4,23,2,1,2,6,2,1,23,4,1,1,1,1,2, , , , , ,5.333333333,-0.188336814,7,6,6,2,4,6,2,5,2,4,1
R_2P5LyynjoyNIsuf,7,7,1,5,5,4,6,3,5,4,5,6,6,4,5, ,yes,7,2,Inconsistent, , , , , ,47,2,1,2,5,2,1,47,3,1,1,1,1,2,4,4,4,2,2,5,-0.547429443,7,4,5,4,4,4,4,4,2,2,0
R_2P6BjPyVR9edWel,5,5,2,6,6,4,6,4,6,2,3,5,4,4,6, ,yes,7,2,Consistent,6,3,7,5,5,38,2,1,2,2,2,1,38,4,1,1,1,1,2, , , , , ,5,0.936465447,7,4,4,6,4,6,5,7,5,5,1
R_2P6fZ4XzkOhLIR2,6,5,4,6,6,6,6,3,6,6,6,6,6,3,6, ,yes,5,2,Inconsistent, , , , , ,53,2,1,1,6,2,1,53,5,1,1,1,1,2,5,5,5,5,5,5.166666667,0.354747819,5,2,5,2,5,5,3,5,5,5,0
R_2P6XUqlLPx8tff4,4,5,4,6,6,5,6,4,6,4,3,6,6,4,6, ,yes,5,2,Consistent,5,5,5,4,4,29,2,1,2,2,2,1,29,5,1,1,1,1,2, , , , , ,5,0.087427048,5,3,4,4,4,5,3,5,4,4,1
R_2P7j9CdNhB0QZwb,5,5,3,6,6,3,7,2,7,1,4,5,5,3,6, ,yes,3,1,Inconsistent,4,6,4,4,5,34,2,1,2,6,2,1,34,4,1,1,1,1,2, , , , , ,5.75,-0.122505282,5,5,6,7,5,4,2,4,4,5,0
R_2PcheKi4sNQvc1t,5,5,3,6,6,3,5,2,5,2,6,7,6,6,6, ,yes,6,2,Consistent,5,5,6,3,3,23,2,1,2,6,2,1,23,3,1,1,1,1,2, , , , , ,5.5,-0.06679112,6,5,6,6,2,5,3,6,3,3,1
R_2PgPJX9evo7watY,6,5,4,3,3,6,3,6,3,5,2,3,2,6,3, ,yes,6,2,Inconsistent, , , , , ,66,2,1,2,6,2,1,64,3,1,1,1,1,2,3,6,3,2,2,2.583333333,-1.016044467,6,2,2,3,2,3,2,3,2,2,0
R_2PiBDICHsax6BWb,7,7,1,3,2,5,6,4,6,6,2,3,4,6,2, ,yes,3,1,Consistent, , , , , ,31,2,1,2,6,2,1,31,6,1,1,1,1,2,5,4,5,4,4,3.25,0.210227073,5,3,4,2,2,5,4,5,4,4,1
R_2PiMdqRbXPPtEtD,6,6,2,5,5,5,5,5,3,5,3,3,3,6,3, ,yes,2,1,Inconsistent,6,3,6,3,3,53,2,1,2,6,2,1,53,5,1,1,1,1,2, , , , , ,3.416666667,0.2887213,6,3,3,3,2,6,5,6,3,3,0
R_2PiNiTnIQO6dZha,5,6,5,6,6,6,6,6,6,5,5,6,5,5,6, ,yes,3,2,Inconsistent, , , , , ,28,1,1,2,5,1,1,20,7,1,1,1,1,2,6,5,5,2,3,4.666666667,-0.201419457,3,2,2,3,3,6,3,5,2,3,0
R_2pQ4Ym9no5Zp58h,6,5,3,5,5,4,4,3,5,3,3,5,3,4,5, ,yes,6,2,Consistent,5,7,5,3,4,29,2,1,2,6,2,1,29,5,1,1,1,1,2, , , , , ,4.416666667,-0.289611106,6,4,5,5,4,5,1,5,3,4,1
R_2pYtVBqfhSaa6P1,6,7,1,3,4,3,5,4,5,3,4,5,4,3,4, ,yes,6,2,Inconsistent, , , , , ,38,1,1,2,6,2,1,38,5,1,1,1,1,2,5,6,3,2,2,4.416666667,-0.796219728,6,5,4,5,5,5,2,3,2,2,0
R_2q7X0reGYypzzIt,4,6,5,6,5,4,5,6,5,6,5,6,5,6,4, ,yes,2,2,Inconsistent, , , , , ,46,1,1,2,5,1,1,46,7,1,1,1,1,2,5,5,4,5,3,4.25,-0.030120122,2,4,2,2,2,5,3,4,5,3,0
R_2q9vQrHJlRNrwH5,5,5,3,7,6,5,7,2,6,2,3,3,5,3,7, ,yes,5,2,Inconsistent, , , , , ,25,2,1,2,6,2,1,25,4,1,1,1,1,2,7,2,6,5,5,5.333333333,1.056075238,5,3,6,6,5,7,6,6,5,5,0
R_2qdVen9262Zuz8L,5,5,3,4,4,5,4,4,4,4,3,3,5,5,4, ,yes,5,2,Inconsistent, , , , , ,38,2,1,2,6,2,1,38,5,1,1,1,1,2,3,5,4,2,2,3.75,-0.780141837,5,3,4,4,3,3,3,4,2,2,0
R_2QDwibU32YjJSEB,7,7,1,6,2,6,5,6,3,5,2,5,3,6,2, ,yes,7,2,Inconsistent, , , , , ,28,2,1,2,6,2,1,28,4,1,1,1,1,2,3,7,4,2,3,3.083333333,-0.88985922,7,2,2,3,2,3,1,4,2,3,0
R_2QgL6G0jrrmOmxo,5,5,3,5,4,4,4,3,4,3,3,4,4,5,4, ,yes,6,2,Inconsistent, , , , , ,59,2,1,2,2,2,1,59,7,1,1,1,1,2,1,6,1,1,1,4.083333333,-1.729395184,6,4,5,5,3,1,2,1,1,1,0
R_2QGU5JMTKcIjWs0,5,5,2,7,7,2,7,1,6,6,5,6,6,2,7, ,yes,6,2,Inconsistent, , , , , ,34,2,1,2,6,2,1,34,5,1,2,1,1,2,2,4,3,3,3,6,-0.613036013,6,6,7,2,6,2,4,3,3,3,0
R_2QhVtdvgST0OQBD,7,7,2,5,5,5,7,3,6,6,6,5,6,4,6, ,yes,7,2,Consistent,5,5,6,6,4,56,1,1,2,6,2,1,57,7,1,1,1,1,2, , , , , ,5,0.463405857,7,3,5,2,4,5,3,6,6,4,1
R_2QlyfUG2FHuikOv,6,6,2,5,5,4,6,5,6,2,3,6,7,2,6, ,yes,6,2,Consistent,7,7,6,5,5,27,2,1,2,6,2,1,27,6,1,1,1,1,2, , , , , ,5.25,0.44207511,6,4,3,6,6,7,1,6,5,5,1
R_2Qm5fX3qH6kTcNc,6,7,2,3,4,6,4,5,4,4,4,4,6,5,3, ,yes,7,2,Consistent,7,7,7,5,4,20,2,1,1,8,2,1,20,5,1,1,1,1,2, , , , , ,3.666666667,0.419295045,7,2,3,4,3,7,1,7,5,4,1
R_2QS8g2rKdoxshJN,5,7,1,7,7,2,6,1,6,6,7,6,6,1,7, ,yes,2,1,Inconsistent,4,7,5,2,2,44,2,1,2,6,2,1,44,5,1,1,1,1,2, , , , , ,6.166666667,-0.802726916,6,6,7,2,7,4,1,5,2,2,0
R_2QsWTPlI7UxgA4J,6,6,2,7,7,3,6,2,6,2,2,6,6,5,5, ,yes,3,2,Consistent,3,5,3,3,3,67,2,1,2,6,2,1,67,6,1,1,1,1,2, , , , , ,5.416666667,-0.625923669,3,5,6,6,3,3,3,3,3,3,1
